Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
214,Salinas South II,Monterey Bay,5/20/2022,2300,140,0.00, ,0.00, ,0, ,0.9, ,11.0, ,66, ,4.9, ,1.5, ,315, ,19.4, 
214,Salinas South II,Monterey Bay,5/20/2022,2400,140,0.00, ,0.00, ,0, ,0.9, ,10.0, ,75, ,5.7, ,1.7, ,293, ,18.9, 
214,Salinas South II,Monterey Bay,5/21/2022,0100,141,0.00,Y,0.00, ,0, ,0.9, ,9.1,Y,81,Y,6.0,Y,2.2, ,346, ,18.5, 
214,Salinas South II,Monterey Bay,5/21/2022,0200,141,0.00,Y,0.00, ,0, ,1.0, ,9.0,Y,86,Y,6.8,Y,3.3, ,347, ,18.1, 
214,Salinas South II,Monterey Bay,5/21/2022,0300,141,0.00, ,0.00, ,0, ,1.0, ,9.0, ,88, ,7.1, ,3.3, ,348, ,17.7, 
214,Salinas South II,Monterey Bay,5/21/2022,0400,141,0.00, ,0.00, ,0, ,1.0, ,8.7, ,88, ,6.9, ,3.0, ,338, ,17.3, 
214,Salinas South II,Monterey Bay,5/21/2022,0500,141,0.00, ,0.00, ,1, ,1.0, ,8.7, ,90, ,7.2, ,3.1, ,330, ,17.0, 
214,Salinas South II,Monterey Bay,5/21/2022,0600,141,0.01,Y,0.00, ,49, ,1.0, ,8.0,Y,91,Y,6.7,Y,1.7, ,351, ,16.7, 
214,Salinas South II,Monterey Bay,5/21/2022,0700,141,0.10, ,0.00, ,199, ,1.0, ,9.7, ,87, ,7.6, ,1.3, ,358, ,16.5, 
214,Salinas South II,Monterey Bay,5/21/2022,0800,141,0.23, ,0.00, ,444, ,1.1, ,11.8, ,82, ,8.7, ,1.5, ,348, ,16.3, 
214,Salinas South II,Monterey Bay,5/21/2022,0900,141,0.36, ,0.00, ,633, ,1.1, ,14.0, ,72, ,8.9, ,1.4, ,277, ,16.3, 
214,Salinas South II,Monterey Bay,5/21/2022,1000,141,0.48, ,0.00, ,800, ,1.1, ,16.5, ,59, ,8.4, ,1.7, ,295, ,16.5, 
214,Salinas South II,Monterey Bay,5/21/2022,1100,141,0.64, ,0.00, ,920, ,1.0, ,19.2, ,46, ,7.2, ,3.6, ,332, ,17.1, 
214,Salinas South II,Monterey Bay,5/21/2022,1200,141,0.76, ,0.00, ,985, ,1.1, ,21.1, ,45, ,8.8, ,5.3, ,330, ,18.0, 
214,Salinas South II,Monterey Bay,5/21/2022,1300,141,0.80, ,0.00, ,994, ,1.1, ,21.9, ,43, ,8.9, ,5.9, ,334, ,19.0, 
214,Salinas South II,Monterey Bay,5/21/2022,1400,141,0.75, ,0.00, ,937, ,1.1, ,19.8, ,50, ,9.0, ,7.7, ,329, ,20.0, 
214,Salinas South II,Monterey Bay,5/21/2022,1500,141,0.62, ,0.00, ,825, ,1.2, ,18.0, ,56, ,9.1, ,7.6, ,338, ,20.9,Y
214,Salinas South II,Monterey Bay,5/21/2022,1600,141,0.51, ,0.00, ,668, ,1.2, ,18.0, ,56, ,9.0, ,7.2, ,341, ,21.4,Y
214,Salinas South II,Monterey Bay,5/21/2022,1700,141,0.39, ,0.00, ,476, ,1.1, ,16.9, ,58, ,8.5, ,7.5, ,338, ,21.7,Y
214,Salinas South II,Monterey Bay,5/21/2022,1800,141,0.23, ,0.00, ,271, ,1.1, ,14.7, ,65, ,8.2, ,7.1, ,338, ,21.8,Y
214,Salinas South II,Monterey Bay,5/21/2022,1900,141,0.07, ,0.00, ,84, ,1.1, ,13.3, ,71, ,8.2, ,5.4, ,343, ,21.7,Y
214,Salinas South II,Monterey Bay,5/21/2022,2000,141,0.01, ,0.00, ,2, ,1.1, ,11.9, ,79, ,8.3, ,5.2, ,357, ,21.3,Y
214,Salinas South II,Monterey Bay,5/21/2022,2100,141,0.00, ,0.00, ,0, ,1.1, ,11.1, ,82, ,8.1, ,5.5, ,352, ,20.8,Y
214,Salinas South II,Monterey Bay,5/21/2022,2200,141,0.00, ,0.00, ,0, ,1.1, ,10.3, ,86, ,8.0, ,4.0, ,345, ,20.3, 
214,Salinas South II,Monterey Bay,5/21/2022,2300,141,0.00, ,0.00, ,0, ,1.1, ,10.1, ,87, ,8.1, ,3.6, ,327, ,19.8, 
214,Salinas South II,Monterey Bay,5/21/2022,2400,141,0.00, ,0.00, ,0, ,1.1, ,9.8, ,88, ,7.9, ,3.4, ,330, ,19.4, 
214,Salinas South II,Monterey Bay,5/22/2022,0100,142,0.00, ,0.00, ,0, ,1.1, ,9.4, ,91, ,8.0, ,2.6, ,326, ,19.0, 
214,Salinas South II,Monterey Bay,5/22/2022,0200,142,0.00,Y,0.00, ,0, ,1.0, ,8.7,Y,92,Y,7.5,Y,1.8, ,330, ,18.6, 
214,Salinas South II,Monterey Bay,5/22/2022,0300,142,0.00,Y,0.00, ,0, ,1.0, ,8.6,Y,93,Y,7.5,Y,2.0, ,324, ,18.2, 
214,Salinas South II,Monterey Bay,5/22/2022,0400,142,0.00, ,0.00, ,0, ,1.1, ,9.1, ,93, ,8.0, ,2.1, ,5, ,17.9, 
214,Salinas South II,Monterey Bay,5/22/2022,0500,142,0.00, ,0.00, ,0, ,1.0, ,8.8, ,92, ,7.6, ,1.7, ,44, ,17.6, 
214,Salinas South II,Monterey Bay,5/22/2022,0600,142,0.01, ,0.00, ,20, ,1.1, ,9.0, ,92, ,7.7, ,1.1, ,78, ,17.4, 
214,Salinas South II,Monterey Bay,5/22/2022,0700,142,0.04,Y,0.00, ,69, ,1.1, ,9.3,Y,91,Y,7.9,Y,1.6, ,263, ,17.2, 
214,Salinas South II,Monterey Bay,5/22/2022,0800,142,0.15, ,0.00, ,307, ,1.1, ,10.3, ,88, ,8.3, ,1.8, ,261, ,17.1, 
214,Salinas South II,Monterey Bay,5/22/2022,0900,142,0.34, ,0.00, ,626, ,1.1, ,12.2, ,78, ,8.5, ,1.8, ,278, ,17.0, 
214,Salinas South II,Monterey Bay,5/22/2022,1000,142,0.48, ,0.00, ,782, ,1.1, ,14.7, ,68, ,8.7, ,3.2, ,325, ,17.2, 
214,Salinas South II,Monterey Bay,5/22/2022,1100,142,0.62, ,0.00, ,898, ,1.2, ,17.3, ,59, ,9.2, ,5.3, ,330, ,17.7, 
214,Salinas South II,Monterey Bay,5/22/2022,1200,142,0.68, ,0.00, ,963, ,1.2, ,17.0, ,61, ,9.4, ,6.9, ,334, ,18.4, 
214,Salinas South II,Monterey Bay,5/22/2022,1300,142,0.72, ,0.00, ,973, ,1.1, ,17.6, ,55, ,8.4, ,7.4, ,345, ,19.3, 
214,Salinas South II,Monterey Bay,5/22/2022,1400,142,0.71, ,0.00, ,927, ,1.1, ,18.1, ,51, ,7.8, ,7.7, ,341, ,20.1, 
214,Salinas South II,Monterey Bay,5/22/2022,1500,142,0.63, ,0.00, ,815, ,1.1, ,18.7, ,50, ,7.9, ,6.9, ,340, ,20.8,Y
214,Salinas South II,Monterey Bay,5/22/2022,1600,142,0.53, ,0.00, ,653, ,1.1, ,17.8, ,55, ,8.7, ,7.9, ,345, ,21.4,Y
214,Salinas South II,Monterey Bay,5/22/2022,1700,142,0.36, ,0.00, ,464, ,1.1, ,15.7, ,64, ,8.8, ,7.4, ,340, ,21.7,Y
214,Salinas South II,Monterey Bay,5/22/2022,1800,142,0.22, ,0.00, ,265, ,1.1, ,15.0, ,66, ,8.7, ,6.3, ,358, ,21.8,Y
214,Salinas South II,Monterey Bay,5/22/2022,1900,142,0.10, ,0.00, ,84, ,1.1, ,14.2, ,69, ,8.5, ,7.6, ,360, ,21.7,Y
214,Salinas South II,Monterey Bay,5/22/2022,2000,142,0.03, ,0.00, ,3, ,1.1, ,12.4, ,76, ,8.4, ,7.1, ,360, ,21.3,Y
214,Salinas South II,Monterey Bay,5/22/2022,2100,142,0.01, ,0.00, ,0, ,1.1, ,11.7, ,80, ,8.4, ,6.2, ,0, ,20.9,Y
214,Salinas South II,Monterey Bay,5/22/2022,2200,142,0.00, ,0.00, ,0, ,1.1, ,11.2, ,82, ,8.3, ,6.0, ,354, ,20.4, 
214,Salinas South II,Monterey Bay,5/22/2022,2300,142,0.00, ,0.00, ,0, ,1.1, ,10.8, ,84, ,8.2, ,4.8, ,347, ,19.9, 
214,Salinas South II,Monterey Bay,5/22/2022,2400,142,0.00, ,0.00, ,0, ,1.1, ,10.5, ,85, ,8.2, ,4.3, ,340, ,19.5, 
214,Salinas South II,Monterey Bay,5/23/2022,0100,143,0.00, ,0.00, ,0, ,1.1, ,10.3, ,87, ,8.2, ,3.2, ,312, ,19.1, 
214,Salinas South II,Monterey Bay,5/23/2022,0200,143,0.00, ,0.00, ,0, ,1.1, ,9.8, ,89, ,8.0, ,3.4, ,335, ,18.7, 
214,Salinas South II,Monterey Bay,5/23/2022,0300,143,0.00, ,0.00, ,0, ,1.1, ,9.6, ,90, ,8.1, ,3.8, ,336, ,18.4, 
214,Salinas South II,Monterey Bay,5/23/2022,0400,143,0.00, ,0.00, ,0, ,1.1, ,9.3, ,91, ,7.9, ,3.3, ,330, ,18.1, 
214,Salinas South II,Monterey Bay,5/23/2022,0500,143,0.00, ,0.00, ,1, ,1.1, ,9.1, ,91, ,7.7, ,3.0, ,321, ,17.8, 
214,Salinas South II,Monterey Bay,5/23/2022,0600,143,0.01, ,0.00, ,51, ,1.1, ,9.5, ,91, ,8.1, ,1.8, ,3, ,17.5, 
214,Salinas South II,Monterey Bay,5/23/2022,0700,143,0.12, ,0.00, ,235, ,1.2, ,11.5, ,86, ,9.2, ,1.4, ,358, ,17.2, 
214,Salinas South II,Monterey Bay,5/23/2022,0800,143,0.24, ,0.00, ,438, ,1.2, ,13.0, ,78, ,9.3, ,2.2, ,300, ,17.0, 
214,Salinas South II,Monterey Bay,5/23/2022,0900,143,0.39, ,0.00, ,630, ,1.2, ,15.3, ,68, ,9.5, ,2.7, ,322, ,17.0, 
214,Salinas South II,Monterey Bay,5/23/2022,1000,143,0.55, ,0.00, ,789, ,1.2, ,18.6, ,55, ,9.5, ,3.8, ,335, ,17.3, 
214,Salinas South II,Monterey Bay,5/23/2022,1100,143,0.71, ,0.00, ,907, ,1.3, ,21.5, ,49, ,10.3, ,5.7, ,331, ,17.8, 
214,Salinas South II,Monterey Bay,5/23/2022,1200,143,0.81, ,0.00, ,974, ,1.2, ,22.3, ,44, ,9.4, ,6.8, ,335, ,18.6, 
214,Salinas South II,Monterey Bay,5/23/2022,1300,143,0.80, ,0.00, ,979, ,1.1, ,20.5, ,48, ,8.9, ,8.2, ,339, ,19.6, 
214,Salinas South II,Monterey Bay,5/23/2022,1400,143,0.75, ,0.00, ,926, ,1.1, ,19.7, ,48, ,8.5, ,8.0, ,345, ,20.5,Y
214,Salinas South II,Monterey Bay,5/23/2022,1500,143,0.64, ,0.00, ,819, ,1.1, ,19.1, ,51, ,8.6, ,7.6, ,352, ,21.2,Y
214,Salinas South II,Monterey Bay,5/23/2022,1600,143,0.53, ,0.00, ,666, ,1.1, ,18.6, ,52, ,8.6, ,7.0, ,352, ,21.8,Y
214,Salinas South II,Monterey Bay,5/23/2022,1700,143,0.40, ,0.00, ,474, ,1.1, ,17.7, ,55, ,8.6, ,7.0, ,353, ,22.1,Y
214,Salinas South II,Monterey Bay,5/23/2022,1800,143,0.25, ,0.00, ,273, ,1.1, ,15.8, ,62, ,8.6, ,7.6, ,359, ,22.3,Y
214,Salinas South II,Monterey Bay,5/23/2022,1900,143,0.10, ,0.00, ,86, ,1.1, ,14.8, ,66, ,8.4, ,6.9, ,357, ,22.1,Y
214,Salinas South II,Monterey Bay,5/23/2022,2000,143,0.04, ,0.00, ,3, ,1.1, ,13.2, ,71, ,8.1, ,7.3, ,1, ,21.8,Y
214,Salinas South II,Monterey Bay,5/23/2022,2100,143,0.02, ,0.00, ,0, ,1.1, ,12.1, ,76, ,8.1, ,6.8, ,1, ,21.3,Y
214,Salinas South II,Monterey Bay,5/23/2022,2200,143,0.00, ,0.00, ,0, ,1.1, ,11.5, ,80, ,8.1, ,5.5, ,351, ,20.8,Y
214,Salinas South II,Monterey Bay,5/23/2022,2300,143,0.00, ,0.00, ,0, ,1.1, ,10.8, ,84, ,8.2, ,4.5, ,344, ,20.4, 
214,Salinas South II,Monterey Bay,5/23/2022,2400,143,0.00, ,0.00, ,0, ,1.1, ,10.3, ,88, ,8.3, ,3.1, ,345, ,19.9, 
214,Salinas South II,Monterey Bay,5/24/2022,0100,144,0.00, ,0.00, ,0, ,1.1, ,9.8, ,89, ,8.1, ,2.0, ,344, ,19.5, 
214,Salinas South II,Monterey Bay,5/24/2022,0200,144,0.00, ,0.00, ,0, ,1.0, ,9.2, ,90, ,7.6, ,0.8, ,23, ,19.1, 
214,Salinas South II,Monterey Bay,5/24/2022,0300,144,0.00,Y,0.00, ,0, ,1.0, ,8.1,Y,90,Y,6.5,Y,0.9, ,132, ,18.7, 
214,Salinas South II,Monterey Bay,5/24/2022,0400,144,0.00, ,0.00, ,0, ,1.0, ,8.3, ,91, ,6.9, ,1.1, ,123, ,18.4, 
214,Salinas South II,Monterey Bay,5/24/2022,0500,144,0.00,Y,0.00, ,1, ,1.0, ,8.0,Y,90,Y,6.5,Y,0.9, ,84, ,18.0, 
214,Salinas South II,Monterey Bay,5/24/2022,0600,144,0.01,Y,0.00, ,63, ,1.0, ,8.4,Y,90,Y,6.8,Y,0.8, ,102, ,17.7, 
214,Salinas South II,Monterey Bay,5/24/2022,0700,144,0.12, ,0.00, ,237, ,1.1, ,10.6, ,87, ,8.5, ,1.6, ,158, ,17.4, 
214,Salinas South II,Monterey Bay,5/24/2022,0800,144,0.25, ,0.00, ,440, ,1.2, ,13.5, ,78, ,9.8, ,2.1, ,155, ,17.2, 
214,Salinas South II,Monterey Bay,5/24/2022,0900,144,0.40, ,0.00, ,631, ,1.2, ,17.3, ,63, ,10.3, ,1.6, ,160, ,17.2, 
214,Salinas South II,Monterey Bay,5/24/2022,1000,144,0.54, ,0.00, ,790, ,1.2, ,21.5, ,47, ,9.8, ,1.3, ,174, ,17.5, 
214,Salinas South II,Monterey Bay,5/24/2022,1100,144,0.69,Y,0.00, ,908, ,1.3, ,25.1,Y,40,Y,10.6,Y,2.8, ,339, ,18.1, 
214,Salinas South II,Monterey Bay,5/24/2022,1200,144,0.85,Y,0.00, ,970, ,1.4, ,28.6,Y,35,Y,11.7,Y,4.6, ,327, ,19.1, 
214,Salinas South II,Monterey Bay,5/24/2022,1300,144,0.85,Y,0.00, ,974, ,1.4, ,26.1,Y,41,Y,11.9,Y,6.2, ,331, ,20.2,Y
214,Salinas South II,Monterey Bay,5/24/2022,1400,144,0.82,Y,0.00, ,920, ,1.3, ,25.2,Y,40,Y,10.8,Y,6.7, ,334, ,21.3,Y
214,Salinas South II,Monterey Bay,5/24/2022,1500,144,0.73,Y,0.00, ,820, ,1.3, ,25.0,Y,40,Y,10.4,Y,6.7, ,341, ,22.3,R
214,Salinas South II,Monterey Bay,5/24/2022,1600,144,0.62,Y,0.00, ,668, ,1.3, ,24.9,Y,40,Y,10.3,Y,6.3, ,346, ,22.9,R
214,Salinas South II,Monterey Bay,5/24/2022,1700,144,0.28,A,0.00, ,484, ,1.1,Q,,S,,Q,,Q,5.6, ,344, ,23.4,R
214,Salinas South II,Monterey Bay,5/24/2022,1800,144,0.16,A,0.00, ,281, ,1.1,Q,,S,,Q,,Q,4.6, ,348, ,23.6,R
214,Salinas South II,Monterey Bay,5/24/2022,1900,144,0.04,A,0.00, ,95, ,1.2,Q,,S,,Q,,Q,3.8, ,3, ,23.6,R
214,Salinas South II,Monterey Bay,5/24/2022,2000,144,0.00,A,0.00, ,4, ,1.1,Q,,S,,Q,,Q,2.4, ,340, ,23.5,R
214,Salinas South II,Monterey Bay,5/24/2022,2100,144,0.01,Y,0.00, ,0, ,1.2, ,17.0,Y,62,Y,9.7,Y,1.8, ,262, ,23.1,R
214,Salinas South II,Monterey Bay,5/24/2022,2200,144,0.00, ,0.00, ,0, ,1.1, ,14.7, ,68, ,8.9, ,1.4, ,288, ,22.7,R
214,Salinas South II,Monterey Bay,5/24/2022,2300,144,0.00, ,0.00, ,0, ,1.1, ,14.1, ,70, ,8.7, ,0.8, ,340, ,22.2,R
214,Salinas South II,Monterey Bay,5/24/2022,2400,144,0.00, ,0.00, ,0, ,1.2, ,13.7, ,74, ,9.2, ,0.8, ,129, ,21.7,Y
214,Salinas South II,Monterey Bay,5/25/2022,0100,145,0.00, ,0.00, ,0, ,1.2, ,12.6, ,80, ,9.1, ,1.1, ,233, ,21.3,Y
214,Salinas South II,Monterey Bay,5/25/2022,0200,145,0.00, ,0.00, ,0, ,1.2, ,12.3, ,81, ,9.2, ,0.8, ,9, ,20.8,Y
214,Salinas South II,Monterey Bay,5/25/2022,0300,145,0.00, ,0.00, ,0, ,1.1, ,12.0, ,82, ,9.0, ,0.7, ,71, ,20.4,Y
214,Salinas South II,Monterey Bay,5/25/2022,0400,145,0.00, ,0.00, ,0, ,1.1, ,11.2, ,84, ,8.5, ,0.8, ,157, ,20.0,Y
214,Salinas South II,Monterey Bay,5/25/2022,0500,145,0.00, ,0.00, ,1, ,1.1, ,11.0, ,85, ,8.6, ,0.7, ,306, ,19.6, 
214,Salinas South II,Monterey Bay,5/25/2022,0600,145,0.01, ,0.20, ,61, ,1.2, ,11.1, ,87, ,9.1, ,1.3, ,321, ,19.2, 
214,Salinas South II,Monterey Bay,5/25/2022,0700,145,0.13, ,0.00, ,233, ,1.2, ,12.6, ,81, ,9.4, ,1.7, ,296, ,18.9, 
214,Salinas South II,Monterey Bay,5/25/2022,0800,145,0.27, ,0.00, ,435, ,1.2, ,15.5, ,70, ,10.1, ,2.8, ,327, ,18.6, 
214,Salinas South II,Monterey Bay,5/25/2022,0900,145,0.43, ,0.00, ,623, ,1.3, ,18.4, ,61, ,10.7, ,3.4, ,317, ,18.5, 
214,Salinas South II,Monterey Bay,5/25/2022,1000,145,0.54, ,0.00, ,727, ,1.3, ,20.4, ,56, ,11.4, ,3.7, ,318, ,18.6, 
214,Salinas South II,Monterey Bay,5/25/2022,1100,145,0.63, ,0.00, ,821, ,1.4, ,20.6, ,57, ,11.7, ,5.0, ,321, ,19.1, 
214,Salinas South II,Monterey Bay,5/25/2022,1200,145,0.77, ,0.00, ,979, ,1.4, ,22.2, ,51, ,11.5, ,5.8, ,328, ,19.6,Y
214,Salinas South II,Monterey Bay,5/25/2022,1300,145,0.79, ,0.00, ,972, ,1.3, ,22.6, ,49, ,11.3, ,6.5, ,334, ,20.3,Y
214,Salinas South II,Monterey Bay,5/25/2022,1400,145,0.75, ,0.00, ,909, ,1.3, ,22.3, ,50, ,11.3, ,7.3, ,334, ,21.0,Y
214,Salinas South II,Monterey Bay,5/25/2022,1500,145,0.64, ,0.00, ,794, ,1.4, ,19.3, ,60, ,11.4, ,8.3, ,335, ,21.6,Y
214,Salinas South II,Monterey Bay,5/25/2022,1600,145,0.49, ,0.00, ,652, ,1.4, ,17.5, ,68, ,11.5, ,8.2, ,332, ,22.0,Y
214,Salinas South II,Monterey Bay,5/25/2022,1700,145,0.34, ,0.00, ,479, ,1.4, ,16.2, ,73, ,11.4, ,7.5, ,329, ,22.2,Y
214,Salinas South II,Monterey Bay,5/25/2022,1800,145,0.16, ,0.00, ,220, ,1.3, ,14.5, ,81, ,11.3, ,6.8, ,330, ,22.2,Y
214,Salinas South II,Monterey Bay,5/25/2022,1900,145,0.03, ,0.00, ,36, ,1.3, ,12.9, ,88, ,11.0, ,6.9, ,321, ,22.0,Y
